position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,thumbnail,delivery,extensions,badge,tag,store_rating,store_reviews,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7
24,"- Gap All Day Poplin Shirt In Standard Fit, Purple Gingham, M Tall -",https://www.ebay.com/itm/204370343921?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOopDa2AgtNQNd2DWa6kwKOjRPWbRDQelJu3izLLJIgyhmGjcCOHB6yE&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:10090749586331776314,10090749586331776314,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10090749586331776314,eBay - ux-smooth,,25.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSFh2_LnV5dfTlMRgev0QGq6vVBInBT4CmesbqMeqGFJOI77ZwQgKfcchwvVALt4Z14rb6dwQfwoaBo50NGg9o8qOxpTROcvJGbfK0M4MickD9-Ye0_SoDjWQ&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,1,0
25,Gap Factory Women's Gap Logo T-Shirt Modern Red Size XXL,https://www.gapfactory.com/browse/product.do?pid=254770931&vid=1&tid=gfns000002,https://www.google.com/shopping/product/1062854550445006560?gl=us,1062854550445006560,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1062854550445006560,Gap Factory,,10.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSKVV4joO4J9BrKoKaUQskSP-JgaCtosPA2CUWK4hWzAVEliprtSBd4i1wiENm9cFGHB8rB3pouW0mp8kXoEEYtDmlXUnSB3S7vKh9dMPpo&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$2.49 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,1,0,1,1,1,0,0,0,0,0
26,Gap Women's The Essential Stripe V-Neck Tee T-Shirt in Oatmeal Stripe,http://www.threadtraders.com/new-gap-women-s-the-essential-stripe-v-neck-tee-t-shirt-in-oatmeal-stripe.html,https://www.google.com/shopping/product/3788649259962343053?gl=us,3788649259962343053,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3788649259962343053,Thread Traders,,11.99,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTD7I7DaVfowkwK7y4vJgYAoAHvavti2Ksixu5ya47R438ATFiOfbvqtJHZmColZdqUaOd54A695DXn1cTwhYwlGUKCEf7fg0WyDiwN7wwepaLkGKppra6B&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,0,0
27,Gap Men's 3-pack Everyday Short Sleeve Tee T-shirt,https://www.ebay.com/itm/204353021418?chn=ps&mkevt=1&mkcid=28&var=504897629655&srsltid=AfmBOoqStq6nRQpyaGf9JQHFqOnZ0wXiXQsBye_V4SmfX8xFEuMdSrydxWc&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:170253966498956025,170253966498956025,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=170253966498956025,eBay - lavanyaboutique,,66.22,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTV7zxRWsOXm1uHLaUf8hMaVPxdfCoJrZQ3baDvIQiZ3gBsJKw4-5jd-dRTnnPEp3CjRurhhr2oer-P8oSJpJEqNMeBSkmjnVw3thCUJFnp&usqp=CAE,Free delivery & Free 30-day returns,,,,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,1,0
28,Men's Classic Cotton T-Shirt by Gap Optic White Size XXL,https://www.gap.com/browse/product.do?pid=440775002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/11878633952055428734?gl=us,11878633952055428734,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11878633952055428734,Gap,,11.0,4.7,867.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTmtNtTFMAvI4Bj18iCsYpkmpmiKaC03KkBix2r9ejCY5E2ESBqlXhfis2-POVZksQrm6cXCAynanSfsV5Zu1pmr-U3tQiMvopW6DhejehykVEhcKCqRU--&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,4.7,867.0,0.0,1,0,1,1,0,0,0,0,0,0
29,Gap Men's Everyday Short Sleeve Tee,https://poshmark.com/listing/Gap-Everyday-Short-Sleeve-Charcoal-Gray-Crew-Neck-Tee-Mens-Large-New-648d160cb3ef62ba7df53740?srsltid=AfmBOop75hryx12bC5CifcMw62ggSvIX4Wo1b6dmMSCETakYc6dLIGuoyyY&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/1199594926461113944?gl=us,1199594926461113944,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1199594926461113944,Poshmark,,16.0,3.0,1.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSu2kk1UWVYRC25LpZhnoC19ashYq7gPzufBmtn74GwXKcy-KRDa95hvX10cn-SpIyf74YRpwRv_KMPtb_VOJb-c6pyC_HJ9AqUPeDVFZ2_XPvMFB1A4m8&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,,gap_q,gap shirts,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
30,Gap All-Day Poplin Shirt in Untucked Fit White,https://modesens.com/product/gap-all-day-poplin-shirt-in-untucked-fit-white-62422384/?country=us&language=en&refinfo=gSH_ggfGapmc-ApAcClShTo62422384&srsltid=AfmBOoph8z3ywuE0GQK0CFDpPZdlrmrHQtNZFr2z4pPRV1pKIUEdNkWru_0,https://www.google.com/shopping/product/16685803783380554216?gl=us,16685803783380554216,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16685803783380554216,ModeSens,,29.0,4.7,98.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTXUzQG_TDq9i8hoMmWfC0rBwj8hJbT8VRZrr4iR4ymCnV3K1xyocRB_Rypf5EbfAT5awM03vc2NjTTaLsctMvzkmdeFPfx-r1IYdkn3S6dNqx8QRrfkEDEtg&usqp=CAE,$7.00 delivery,"['$6.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap shirts,4.7,98.0,0.0,1,0,0,0,0,0,0,0,0,0
31,Gap Men's Relaxed Fit Long Sleeve Logo Tee T-Shirt,https://www.amazon.com/GAP-Relaxed-Sleeve-T-Shirt-Shirt/dp/B09VRVNLF8?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/14030487227562427212?gl=us,14030487227562427212,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14030487227562427212,Amazon.com,,22.31,5.0,1.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTQE5-H4mS7Lp2eUobvEeRIAQOnGrq93_ZkCFNiaMKSa0qZ5HzWXOPhjIo4Gsw6d6SS_qSYY1-TqEbbFU7JVZyoS-Wx947XUst493TIZNc&usqp=CAE,$5.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap shirts,5.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0
32,Gap Factory Women's Gap Logo Graphic T-Shirt Miami Graphic Size Xs,https://www.gapfactory.com/browse/product.do?pid=830528011&vid=1&tid=gfns000002,https://www.google.com/shopping/product/10646802276670961463?gl=us,10646802276670961463,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10646802276670961463,Gap Factory,,10.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTEx5kFBG_CG5gGFL0x7bT6ucyURbInak0hW5xrOK-vLp8HUD-UdfxMBmJfwp6aRne6MbJOm70W9YfPr3MkauyCLKhmAxB3juWS1kE-3MQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$2.49 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,1,0,1,1,1,0,0,0,0,0
33,Gap Men's Shirt - Blue - L,https://www.depop.com/products/highfalutinflip-gap-lived-in-blue-and/?srsltid=AfmBOopXkk1wNIAJUEt9LalADiCuisu0-0cNzlCxgn6IMktZi1CzbLoTZS0,https://www.google.com/shopping/product/10050029188103429579?gl=us,10050029188103429579,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10050029188103429579,Depop,,20.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQCI1GiDB90LndOYgLB25O32NUjPSj_I33OkGqikVgsE8jXw-TGW6ffUYeNdeK5DRBQir8_7fqS9Ke4voViZqq8_o7vcwTVC-ei02OB4BZkv4AfOeRfu2Wslw&usqp=CAE,$6.19 delivery,,,,,,,,,,,used,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,0,0
34,Women's 100% Organic Cotton Vintage V-Neck T-Shirt by Gap Desert Sand Pink Petite ...,https://www.gap.com/browse/product.do?pid=740140522&vid=3&tid=gpns000044,https://www.google.com/shopping/product/9274609238274852548?gl=us,9274609238274852548,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9274609238274852548,Gap,,16.99,4.5,2.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcStzEPlonTSVyAPiILMA3v33mH0W48yF1gisUhthGn2qmH2Lj2w4trNegwjmRtGP5SW8XineehQ2oYc_1ACTtGf-OiuBwZAkn6eaa2CWZ9O&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,24.95,,gap_q,gap shirts,4.5,2.0,-7.960000000000001,0,1,1,1,0,0,0,0,0,0
35,Gap Tie-Neck Shirt Black Floral,https://modesens.com/product/gap-tie-neck-shirt-black-floral-80988278/?country=us&language=en&refinfo=gSH_ggfGapfc-ApAcClShTo80988278&srsltid=AfmBOoqXeFm1cRrK-b7pSjIMnAKxFAF7Qy46ahQy1GFRBO080wIm0BbriVQ,https://www.google.com/shopping/product/2352831707873379442?gl=us,2352831707873379442,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2352831707873379442,ModeSens,,41.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQkwX54UNX05XBjvOFJUyxWSj-3Fe95c2koqN_sniybswKl0bg8NQ95Ptz30JZq-12OPORuQIvO5S9rZA7UG8JA1GUaWMS3Oo-Cv8t1a5i2&usqp=CAE,$7.00 delivery,"['$14.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,1,0,0,0,0,0,0,0,0,0
36,Gap Factory Men's Everyday Soft Relaxed Pocket T-Shirt Sage Green Size M,https://www.gapfactory.com/browse/product.do?pid=673198011&vid=1&tid=gfns000002,https://www.google.com/shopping/product/16395419748350561606?gl=us,16395419748350561606,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16395419748350561606,Gap Factory,,20.99,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSWoRwTUKaZf1xGPpWZbh8kBx4Nu-ChhGG0N76rLV86lxPIkEN8hooma-IyF25kITVtftWsoaak67Je1_sPwbtl5Znd_D1jlXTYkOy-OSfy2T18uB_zU2BK&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,29.99,,gap_q,gap shirts,4.404166666666667,134.83333333333334,-9.0,0,1,1,1,1,0,0,0,0,0
37,Girls' Graphic T-Shirt by Gap Rock The Bells Black Size Xs (4/5),https://www.gap.com/browse/product.do?pid=668029022&vid=1&tid=gpns000044,https://www.google.com/shopping/product/10365543617785246304?gl=us,10365543617785246304,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10365543617785246304,Gap,,25.99,5.0,17.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQbKmld6m_EQaJPLeUM9WtpjN1kfnrydr1BLxzTOfmjKYFtCN6vspj9CQq4bHoJdE-0M3alBxysQ-CIDV8y2ENmjLi0BxsamvQTZrF2w_SsPZaD9UjepOtvfg&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,29.95,,gap_q,gap shirts,5.0,17.0,-3.960000000000001,0,1,1,1,0,0,0,0,0,0
38,Gap 100% Organic Cotton Pocket T-Shirt Admiral Blue,https://modesens.com/product/gap-100-organic-cotton-pocket-t-shirt-admiral-blue-71359758/?country=us&language=en&refinfo=gSH_ggfGapmc-ApAcClShTo71359758&srsltid=AfmBOoqXCVlJ5C-6nBKkZYiOkxLP_I_LYaCmFWBz51BwkzNCfXecxBq8BPc,https://www.google.com/shopping/product/7703645148191596197?gl=us,7703645148191596197,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7703645148191596197,ModeSens,,14.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT0weQQ8Vapqc29UUMz6cPDYQMEktnUYOG9bpeVPS3-AFP26x3UvQFU_vlwobny60AuHVI1DoQXmhV3O0hOstxkysf4Y1dA8w&usqp=CAE,$7.00 delivery,"['$5.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,1,0,0,0,0,0,0,0,0,0
39,Women's 100% Organic Cotton Big Shirt by Gap Optic White Size XXL,https://www.gap.com/browse/product.do?pid=755814002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/3231191849386077708?gl=us,3231191849386077708,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3231191849386077708,Gap,,59.95,4.5,389.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSVb8yy3TJ1AWNhyPWH_5riWLZnKw25O84DD5IkRUwQUZyjE3AsCqE0bLCWMnfiSJ-swvpfH7up_i9_7e7QnDHKizsG9SyT4CEDolFe9SRK6CNtkyaOrnGOSQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,Top Quality Store,,4.6,,,,,,,,gap_q,gap shirts,4.5,389.0,0.0,0,0,1,1,0,0,0,0,0,0
40,Gap Factory Men's T-Shirt - Tan - M,https://www.depop.com/products/blackcatclothingco-basic-gap-factoy-khaki-tee/?srsltid=AfmBOordqeptXjZD3LmN1sD8uTLpEfIvQ71fZIKimCXqdYVZVkAXZ1s4WWw,https://www.google.com/shopping/product/8160909562170643427?gl=us,8160909562170643427,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8160909562170643427,Depop,,22.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRxVLpIkr6T3UAQHXPMPSjI5YqGdp-mKZB8ZfufQJknujn2utTGb_GjlUgGc5WEJXuUFoc5aGw9gw-ztPAkbZ0-TdTqLdMyiReFOjzVtCyG&usqp=CAE,$5.00 delivery,,,,,,,,,,,used,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,0,0
41,Gap Modern Mockneck Cropped T-Shirt Camel Hair Tan,https://modesens.com/product/gap-modern-mockneck-cropped-t-shirt-camel-hair-tan-80748296/?country=us&language=en&refinfo=gSH_ggfGapfc-ApAcClShTo80748296&srsltid=AfmBOorGJV1Dno5O62iZVzizSV0R2ZPYu7JNmR7p4tnC6DIzl44i0c0yo_w,https://www.google.com/shopping/product/8998969504372571750?gl=us,8998969504372571750,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8998969504372571750,ModeSens,,31.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ8T9uu2jmIx4pBLGsG9tPNZ7tOcQLuTo9E_xyJN_WOilqenUEiN0fPJ9eKIym3Jf-nmcNJw6-PlSbc6Va08_K3S3WrT75DhAXaPXv0_1m31neIN2XceIRi9w&usqp=CAE,$7.00 delivery,['SALE'],,SALE,,,,,,,40.0,,gap_q,gap shirts,4.404166666666667,134.83333333333334,-9.0,0,1,0,0,0,0,0,0,0,0
42,Gap Factory Men's Gap Logo T-Shirt Noir Red Size L,https://www.gapfactory.com/browse/product.do?pid=777266001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/14488610580094388702?gl=us,14488610580094388702,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14488610580094388702,Gap Factory,,12.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT2hxq38HvydwezNkdAvrro0uCaUieMVNqc5RTFPSZKunI1tIq9ABY-hp99L59RiajoQcQnMteNCj7A2ft-N35zN2RIoMDl3MALSdgAKv8&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$2.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,1,0,1,1,1,0,0,0,0,0
43,Gap Men's Short Sleeve Crew Neck Tee Everyday Cotton T-shirt Green,https://www.ebay.com/itm/325783064202?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOorIpF8LzGyF7y5RbpFo7M35pd86BR3GkExADvanXv672k0OlyDqJ3s&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:11304467643923997675,11304467643923997675,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11304467643923997675,eBay,,14.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQFLDqavQN6ou93K4ZRTMNPYHmxWpF5_a5riSk7jSJmORZ2oAlhirnSmRA0myaY89Fr7dLNH7sDXsdnwbZ7ft3vOtRUrF0Fv-zcq7WpE2iS&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,1,0
44,Gap Men's Lived in Pocket Crew Neck T-Shirt,https://www.amazon.com/GAP-Mens-Lived-T-Shirt-Shade/dp/B0B6DNYC4T?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/3681472632971777838?gl=us,3681472632971777838,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3681472632971777838,Amazon.com,,20.85,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRSXrBpYhuZB-7JbVrpwDpvVH-7YXm6_7oWE6uESfrm1NTHcv6eyY2_Xly55g-3X7YKvm0RIdQu3r1zYpKDgl53Wkv_dh8_OE6SOaBUV08&usqp=CAE,$5.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,1,0,0,0,0,1,0,0
45,Men's Classic Cotton T-Shirt by Gap Blue Tall Size M,https://www.gap.com/browse/product.do?pid=440775012&vid=2&tid=gpns000044,https://www.google.com/shopping/product/8260003787322784088?gl=us,8260003787322784088,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8260003787322784088,Gap,,11.0,4.7,751.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQef683VL2DAegIsCEFVjFva9WbRFCRjadclasqUTt4yevpvLllF3zMzXUOjCtvraHCTIzZIwlAldpPYtck-q21ocej24ZLfO_jsArJUBZlAZYepSodZaXK&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,4.7,751.0,0.0,1,0,1,1,0,0,0,0,0,0
46,Gap Factory Men's Shirt - Blue - L,https://www.depop.com/products/flosposhcloset-gap-slim-fit-mens-button/?srsltid=AfmBOopEoDk6UNUAnzvoo_fKuyDGkDgV-a0ZTs2viHlnTpPWW0qphdlCryk,https://www.google.com/shopping/product/825120105228293939?gl=us,825120105228293939,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=825120105228293939,Depop,,16.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRiiWxGbq3b4iRRU7YbSHvGSfeWRvah4U016pwMCWGor1OBmtwKVkjdGshgqzJMNsLERwZ8x5xXcL3DDNwRO14UA2qgrdfeAnpibPWAJoA-buMpixerm0O5ug&usqp=CAE,$5.39 delivery,,,,,,,,,,,used,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,0,0
47,Gap Mini Rib Scoop Neck T-Shirt Tumeric Brown,https://modesens.com/product/gap-mini-rib-scoop-neck-t-shirt-tumeric-brown-73328611/?country=us&language=en&refinfo=gSH_ggfGapfc-ApAcCl73328611&srsltid=AfmBOoqvCncJyVWnretWXKPQ9JyqrmWHhlvDw8CjErRbC3cwE1vhMsL8Gnk,https://www.google.com/shopping/product/11220408519940515849?gl=us,11220408519940515849,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11220408519940515849,ModeSens,,20.0,4.3,14.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSVbHKFtfltt2tt0iOr7x0wxhD21azwA_ZM00MJu_68EHjqA-FMF6fNBy4smyUTE3ehWylbrD6j-42tK8RvDK90E2FY7m8g6FII9u38VIt9eAK38lb907-1&usqp=CAE,$7.00 delivery,['SALE'],,SALE,,,,,,,30.0,,gap_q,gap shirts,4.3,14.0,-10.0,0,1,0,0,0,0,0,0,0,0
48,Gap Factory Men's Relaxed Lived-In Vacay Shirt White Size XL,https://www.gapfactory.com/browse/product.do?pid=670609021&vid=1&tid=gfns000002,https://www.google.com/shopping/product/7285677587570798965?gl=us,7285677587570798965,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7285677587570798965,Gap Factory,,29.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTuGGk-DhCAu7Fio9VSzAMMg5SVA8CM1FpPDbVcHzIxgeHHd3Z-Vt9DfJMxw_wu0MY_frTJJH8RCj1pjx0mVEoI4QP68o9oCbE0Ltu0dnntR6TUFoUEOHMk&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,44.99,,gap_q,gap shirts,4.404166666666667,134.83333333333334,-15.000000000000004,0,1,1,1,1,0,0,0,0,0
49,Gap Women's Pointe Shirt,https://www.kidizen.com/items/13448221,https://www.google.com/shopping/product/4308506993004246869?gl=us,4308506993004246869,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4308506993004246869,Kidizen,,12.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQMm_jTdjpu1b5HSjJDLmVtPe4aaKTxih08r6tGWec02UKGdjbb7C-vCicLzSXVk145-FyfNHvEZAjjZTd9p-5f8Gsiy0VxLy5MjmSv1a1l&usqp=CAE,$4.85 delivery,,,,,,,,,,,used,gap_q,gap shirts,4.404166666666667,134.83333333333334,0.0,0,0,0,0,0,0,0,0,0,0
50,Gap Factory Men's T-Shirt - Multi - XXL,https://www.depop.com/products/ruax-90s-vintage-gap-brown-orangyblackwhite/?srsltid=AfmBOopay0BOtnjfeIgPxrXCSXN3gYxlEQWdTV_zCVUbhM1_QxTr09MNuJE,https://www.google.com/shopping/product/16613745496079700253?gl=us,16613745496079700253,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16613745496079700253,Depop,,22.5,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTZCjFQV4wXF3ijCpKDAUxN_MDXg0xm4pBLHpvpHu_y45cNsRoqRg5SIGAF9uP0u-o-5otKxSAipL-f60kWILgbboNgY8oLdk65YizQMqrn&usqp=CAE,$10.00 delivery,['SALE'],,SALE,,,,,,,45.0,used,gap_q,gap shirts,4.404166666666667,134.83333333333334,-22.5,0,1,0,0,0,0,0,0,0,0
51,Women's 100% Organic Cotton Vintage Crewneck T-Shirt by Gap Navy Blue Petite Size Xs,https://www.gap.com/browse/product.do?pid=795346032&vid=3&tid=gpns000044,https://www.google.com/shopping/product/13776715225016752197?gl=us,13776715225016752197,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13776715225016752197,Gap,,14.0,5.0,1.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTkAQumdVsFSdm_dkcYGHFq8hkNB28RG7zJ_XY2VUQVc5xbqheg1jTIYJ2Nh_Xy70pHYnQYebgoEJa7c7whsDlRJnKq-ytuHLEpngDXed0&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$5.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap shirts,5.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0
